PERMISSION NOTICE

The Microsoft “Terms of Use” (available at the www.microsoft.com website) govern all glossary terms in this document (“Glossary Terms”).  The following supplemental terms and conditions also apply.  If there is any conflict between the Terms of Use and the following terms and conditions, the following terms and conditions will take
Precedence over the Terms of Use.
         
1. No part of the Glossary Terms may be reproduced, adapted, distributed, or transmitted in any form or by any means, electronic, mechanical, or otherwise, including photocopying and entry into an information storage and/or retrieval system, for any purpose without the prior express consent of Microsoft Corporation. 

2. You may use the Glossary Terms in the development of any application software and you may also use the Glossary Terms for personal or non-commercial purposes only without the prior written consent of Microsoft Corporation, and only if all copies contain this Permission Notice and the Microsoft copyright notice in the Terms of Use.         
                                                                                                                                
3. You are not permitted to make any modifications, deletions or additions to the Glossary Terms.
 
4. Except as expressly set forth above, Microsoft’s publication of the Glossary Terms does not grant any rights to use, distribute, or implement any technology or intellectual property rights. All rights not expressly granted herein are expressly reserved by Microsoft.
"Source Term",,"Translation",,"String Category",,"Platform",,"Product",,"Version"
"Request a change from another person",,"Anmod om en ændring fra en anden person",,"None",,"All",,"Sharepoint Designer",,""
"Request a change from the workflow owner",,"Anmod om en ændring fra ejeren af arbejdsprocessen",,"None",,"All",,"Sharepoint Designer",,""
"Type instructions for the change you require.",,"Skriv anvisninger til den ændring, du vil have foretaget.",,"None",,"All",,"Sharepoint Designer",,""
"If this document needs to be changed before you can finish your task, use this form to request the change. After the change is made, you will again be asked to perform your task.",,"Hvis dette dokument skal ændres, før du færdiggør din opgave, skal du bruge denne formular til at anmode om ændringen. Når ændringen er foretaget, bliver du igen bedt om at udføre din opgave.",,"None",,"All",,"Sharepoint Designer",,""
"Request a Change",,"Anmod om en ændring",,"None",,"All",,"Sharepoint Designer",,""
"Request a change from:",,"Anmod om en ændring fra:",,"None",,"All",,"Sharepoint Designer",,""
"Type your request:",,"Skriv din anmodning:",,"None",,"All",,"Sharepoint Designer",,""
"Send your feedback.",,"Send din feedback.",,"None",,"All",,"Sharepoint Designer",,""
"Type your feedback.",,"Skriv din feedback.",,"None",,"All",,"Sharepoint Designer",,""
"Send Feedback",,"Send feedback",,"None",,"All",,"Sharepoint Designer",,""
"Feedback Requested",,"Der er anmodet om feedback",,"None",,"All",,"Sharepoint Designer",,""
"Type your feedback:",,"Skriv din feedback:",,"None",,"All",,"Sharepoint Designer",,""
"Approve",,"Godkend",,"None",,"All",,"Sharepoint Designer",,""
"Type comments to include with your response.",,"Skriv kommentarer, der skal inkluderes i svaret.",,"None",,"All",,"Sharepoint Designer",,""
"Approval Requested",,"Anmodning om godkendelse",,"None",,"All",,"Sharepoint Designer",,""
"Type comments to include with your response:",,"Skriv kommentarer, der skal inkluderes i svaret:",,"None",,"All",,"Sharepoint Designer",,""
"Translation management",,"Styring af oversættelse",,"None",,"All",,"Sharepoint Designer",,""
"urn:schemas-microsoft-com:office:infopath:workflow:Xlate-Complete:1033",,"urn:schemas-microsoft-com:office:infopath:workflow:Xlate-Complete:1030",,"None",,"All",,"Sharepoint Designer",,""
"Not Started",,"Ikke startet",,"None",,"All",,"Sharepoint Designer",,""
"bold",,"bold",,"None",,"All",,"Sharepoint Designer",,""
"Task status choices for use when completing this task.",,"Opgavestatusvalg til brug ved fuldførelse af opgaven.",,"None",,"All",,"Sharepoint Designer",,""
"Message from the workflow owner.",,"Meddelelse af ejeren af arbejdsprocessen.",,"None",,"All",,"Sharepoint Designer",,""
"In Progress",,"I gang",,"None",,"All",,"Sharepoint Designer",,""
"Change the translation status to:&#160;",,"Skift oversættelsesstatus til:&#160;",,"None",,"All",,"Sharepoint Designer",,""
"Translation Requested",,"Anmodning om oversættelse",,"None",,"All",,"Sharepoint Designer",,""
"Set ManuallyInitiated",,"Angiv ManuallyInitiated",,"None",,"All",,"Sharepoint Designer",,""
"urn:schemas-microsoft-com:office:infopath:workflow:Xlate-Init:1033",,"urn:schemas-microsoft-com:office:infopath:workflow:Xlate-Init:1030",,"None",,"All",,"Sharepoint Designer",,""
"Request Translation",,"Anmod om oversættelse",,"None",,"All",,"Sharepoint Designer",,""
